id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx,gold_pc,gold_attack,pc,attack,disability_gold_pc,nationality_gold_pc,pc_empty_gold_pc,race_gold_pc,religion_gold_pc,sex_gold_pc,attack_empty_gold_attack,contempt_gold_attack,dehumanizing_gold_attack,exclusion_gold_attack,inciting_violence_gold_attack,inferiority_gold_attack,mocking_gold_attack,slurs_gold_attack,disability_pc,nationality_pc,pc_empty_pc,race_pc,religion_pc,sex_pc,attack_empty_attack,contempt_attack,dehumanizing_attack,exclusion_attack,inciting_violence_attack,inferiority_attack,mocking_attack,slurs_attack,description,keywords
5421,img/05421.png,0.0,there was a 4 car pile-up in mexico today 93 people died,train,1629,533,1900,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A truck is parked by the roadside in a mountainous area, with rugged terrain and natural scenery visible in the background.","truck, mountain, parked, roadside, terrain, scenery, nature"
2548,img/02548.png,0.0,oi are you looking at me?,train,1637,3551,3443,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A small bird is sitting on a tree branch, facing toward the camera.","bird, tree branch, small, perched, facing camera"
6945,img/06945.png,0.0,"""culebra u.s. territory"" u.s.miltary bomb explosions march 2019",train,1641,5730,5669,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A large explosion occurs in the center of a body of water, with water being forcefully displaced and a significant burst rising above the surface.","explosion, water, body of water, blast, force, displacement, burst, surface"
6847,img/06847.png,0.0,matte black gloss black,train,1661,543,5507,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The image shows an abstract black and white background with prominent areas of matte and glossy black textures, creating a contrast between the dull and shiny surfaces.","abstract, black and white, matte, glossy, texture, contrast, background"
1293,img/01293.png,0.0,when you forget to wash your hands,train,1662,5126,444,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A person’s hand is shown with a thick layer of melted chocolate covering the skin, appearing messy and sticky.","hand, melted chocolate, messy, sticky, skin, person"
3124,img/03124.png,0.0,muhammed fixing his calculator,train,1680,1937,1837,['religion'],['dehumanizing'],"['religion', 'race']",['dehumanizing'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"A man is seated at a table, focusing on repairing a calculator, with a mobile phone placed nearby.","man, table, calculator, repair, seated, mobile phone, focus"
6985,img/06985.png,0.0,"their average iq is about 70-80, few points above being retarded",train,1681,551,97,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A bird is captured mid-flight above a wire fence in an open outdoor setting, with clear sky in the background.","bird, flying, fence, outdoor, sky"
7436,img/07436.png,0.0,"if the government says, ""you don't need a gun"" you need a gun!",train,1717,2106,1996,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A black and white photo shows a person riding a horse.,"black and white, photo, person, horse, riding, equestrian, outdoors"
7463,img/07463.png,0.0,meanwhile at the isis strip club,train,117,39,41,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Several men are gathered together in front of a sheep.,"men, group, sheep, gathered, front"
2935,img/02935.png,0.0,copsuckers be like the whole boot daddy,train,1851,4026,3940,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man with a surprised expression on his face, looking directly at the camera.","man, surprised, expression, face, camera, direct, portrait"
5214,img/05214.png,1.0,pull up your pants and back away from the goat!!,train,731,242,584,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two individuals wearing camouflage clothing are present in an outdoor wooded setting.,"two people, camouflage, clothing, wooded area, outdoors, individuals, forest, nature"
1576,img/01576.png,0.0,when your ex ask you for help,train,1856,5141,587,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The image shows two separate scenes featuring a man in the process of jumping off a cliff.,"man, jumping, cliff, two pictures, outdoor, scene"
2467,img/02467.png,0.0,how much did the holo cost,train,1863,600,5841,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is on a stage facing an audience, likely presenting or discussing a topic related to the cost of a hologram.","man, stage, audience, presentation, hologram, cost, discussion"
5781,img/05781.png,0.0,hitler comedy called mein fuhrer,train,1875,6656,596,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A black and white photograph featuring a man, possibly Adolf Hitler, raising his hands in the air with a serious facial expression.","black and white, man, raised hands, Adolf Hitler, photograph, serious expression"
5468,img/05468.png,0.0,when you lose your jewelry,train,1890,2990,558,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Several children are in the ocean water, actively searching or looking for something, possibly in the sand or shallow area.","children, ocean, water, searching, beach, group"
7618,img/07618.png,0.0,protesting death to the middle east,train,1895,2079,603,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Three men are present, with one bearded man in the foreground and two men in the background, appearing to participate in a protest.","bearded man, three men, protest, foreground, background, participants"
3681,img/03681.png,0.0,when you're muslim but you have oil,train,1926,620,4246,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Several men are seated close together, wearing traditional clothing, suggesting a formal or cultural gathering.","men, sitting, traditional clothing, group, gathering, culture"
7465,img/07465.png,0.0,"until you give the white man back his god, everything i post is going to offend you",train,1938,4378,4309,['race'],['contempt'],"['race', 'religion', 'sex']",['contempt'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,A man wearing a black polo shirt and black pants is present in the image.,"man, black polo shirt, black pants, male, clothing"
5716,img/05716.png,0.0,give me a dog treat human,train,1959,4371,613,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The image consists of two separate pictures showing a dog and a man wearing a black jacket.,"dog, man, black jacket, two pictures, compilation, human, canine, portrait"
4187,img/04187.png,0.0,this is how muslims celebrate new year,train,1961,631,4368,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Several individuals are dancing together on a wooden floor, possibly as part of a group activity or celebration.","group, people, dancing, wooden floor, celebration, activity"
7469,img/07469.png,0.0,where is the criminal?,train,1973,6066,617,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A police officer is aiming a handgun directly toward the viewer, with a focused expression, indicating a situation involving law enforcement intervention.","police officer, handgun, aiming, law enforcement, firearm, focused expression"
6541,img/06541.png,1.0,"hey i just met you and this is crazy, but here's my number i'll gas your baby",train,2008,643,629,['religion'],['mocking'],['religion'],"['mocking', 'inciting_violence']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"A black and white photograph features a man wearing a formal suit, captured against a plain background.","black and white, photograph, man, suit, formal, plain background"
4863,img/04863.png,0.0,a little hood. a little hippie.,train,2010,2856,2743,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman is wearing a furry coat and holding a cigarette, with a small hood on her coat and a slightly bohemian style.","woman, furry coat, cigarette, hood, bohemian, hippie, fashion, outerwear"
2413,img/02413.png,0.0,"women ask for equal rights, and this is why",train,2025,3965,637,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The image shows a close-up of a woman's face displaying visible bruises, with a serious expression.","woman, face, bruises, close-up, serious expression, injury, female, violence"
7254,img/07254.png,1.0,"muslims believe that if they get killed by a woman, they go straight to hell well ladies, it's time to lock and load",train,2043,6999,6885,['religion'],['inciting_violence'],['religion'],"['contempt', 'inciting_violence']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,A woman dressed in a police uniform is aiming a handgun directly at the viewer from a close perspective.,"woman, police uniform, handgun, aiming, close-up, police, weapon"
4287,img/04287.png,1.0,"that's it, back to the kitchen! where's my sammich? women's day is over!",train,2050,3041,641,['sex'],['exclusion'],['sex'],"['dehumanizing', 'inciting_violence', 'exclusion']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"A woman is sitting on the ground, holding a cell phone to her ear, appearing engaged in a conversation.","woman, sitting, ground, cell phone, conversation, engaged"
3871,img/03871.png,1.0,justin trudeau the imam of canada,train,306,105,644,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a suit and tie is sitting on the floor, appearing formal and composed.","man, suit, tie, sitting, floor, formal, composed"
1327,img/01327.png,0.0,"i'm not sick, i'm twisted sick makes it sound like there's a cure",train,2074,6198,648,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A television screen displays an image of the Joker's face, characterized by striking makeup and a sinister smile, set against a dark background.","television, screen, Joker, face, makeup, sinister smile, dark background"
1875,img/01875.png,0.0,does anyone know if he had a donor card? i need parts for my go-cart,train,2083,660,7041,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Three people are walking together on a sidewalk in an urban setting, each carrying shopping bags in their hands.","three people, sidewalk, urban, shopping bags, walking, group, outdoors"
6194,img/06194.png,1.0,burning things that don't mean anything to you,train,498,172,172,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A stack of books is burning on top of a table, with visible flames and smoke rising from the books.","books, fire, stack, table, burning, smoke, flames"
7839,img/07839.png,0.0,dont fuck with me... my husband is married to vladimir putin,train,2104,6130,6060,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman is speaking in front of a microphone, appearing composed and serious.","woman, microphone, speaking, composed, serious, speech, public, address"
2983,img/02983.png,0.0,large big mac no onions,train,2111,2597,276,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man in a blue shirt is facing the camera, with a large Big Mac burger in front of him that appears to have no onions.","man, blue shirt, camera, Big Mac, burger, no onions, food, large"
6325,img/06325.png,0.0,trump donated his salary to alcoholism research i see it as a personal attack,train,2134,7379,7247,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The image features a person, likely a prominent political figure, standing in a formal setting and wearing professional attire, with visual cues suggesting their association with the House of Representatives.","politician, House of Representatives, formal attire, political figure, portrait, Nancy Bach, government, speaker, leadership"
7523,img/07523.png,1.0,man caught having sex with a feminist at the beach,train,2140,673,672,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is sitting on top of an inflatable object in the ocean, with visible water surrounding him, and the beach is nearby.","man, inflatable, ocean, water, beach"
1578,img/01578.png,1.0,sea monkeys,train,1103,367,673,['race'],['dehumanizing'],['race'],['dehumanizing'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Several people are gathered and engaging in recreational activities in a body of water.,"people, group, water, recreation, outdoors, activity"
5189,img/05189.png,0.0,siri take me home starting route to jail,train,2157,679,4112,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is sitting in the driver's seat of a car, holding the steering wheel, while the interior of the vehicle is clearly visible.","man, car, driver's seat, steering wheel, vehicle interior"
3795,img/03795.png,1.0,even i can see you're a cunt,train,2159,680,677,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A central photo features a person resembling Donald, presented with a neutral background.","Donald, photo, central, person, image, neutral background"
4783,img/04783.png,0.0,"where you can get with that bull shit what is ""fuck outta here correct",train,2186,5854,5790,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man wearing a suit and tie is sitting on top of a television set, with a neutral facial expression.","man, suit, tie, television set, sitting, neutral expression"
3854,img/03854.png,1.0,did a lot of medical research didn't hurt any animals,train,2197,692,4,['religion'],['mocking'],"['race', 'religion']","['mocking', 'dehumanizing']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"A black and white photo showing a man with a mustache looking directly at the camera, dressed in formal attire.","black and white, man, mustache, portrait, formal attire"
5471,img/05471.png,1.0,do you still suck dick? faggot,train,2204,3981,3895,['sex'],['slurs'],['sex'],"['slurs', 'contempt']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"A black and white photo showing a man wearing a uniform, with no visible expression or background details.","black and white, man, uniform, old photo, portrait"
7824,img/07824.png,0.0,it's hump day!!! oh fuck!!!,train,2215,698,3655,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman is sitting on a camel in a sandy desert environment, with clear skies above.","woman, camel, desert, sand, sky"
4281,img/04281.png,0.0,patty cake patty cake butthole hand i got tourettes syndrome chicken fucked ham,train,2242,2350,2239,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A man is depicted carrying a large, blue, globe-like object on his back.","man, blue, globe, carrying, back, large object, earth"
7651,img/07651.png,1.0,how you gotta treat girls with smart mouths,train,2280,724,5944,['sex'],['inciting_violence'],['sex'],['inciting_violence'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"A black and white photo shows a man and a woman together on a table, with both individuals in close proximity, creating an intense and possibly confrontational atmosphere.","black and white, man, woman, table, close proximity, intense, confrontational, photo"
3178,img/03178.png,1.0,"""we fly planes into their buildings now they kiss our asses!"" """,train,2284,2230,2125,['religion'],['dehumanizing'],"['race', 'religion']","['dehumanizing', 'inciting_violence', 'contempt']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,A woman wearing a black jacket over a green shirt is present in the image.,"woman, black jacket, green shirt, person, clothing"
2965,img/02965.png,1.0,i once dumped a cross eyed chick thought she was seeing someone else,train,2324,741,248,"['sex', 'disability']",['inferiority'],"['disability', 'sex']",['inferiority'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,A woman with red hair and crossed eyes is looking forward.,"woman, red hair, crossed eyes, portrait, female, face"
5297,img/05297.png,1.0,the first thing i did when i got home from the battered womens shelter? the dishes... 'cause i know what's good for me..,train,2359,7167,45,['sex'],"['inciting_violence', 'dehumanizing']",['sex'],"['dehumanizing', 'inciting_violence']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"A woman with an eye patch on her face is present, suggesting she may have suffered an injury.","woman, eye patch, face, injury, female, portrait"
6374,img/06374.png,1.0,islamic windchimes,train,2376,7378,7245,['religion'],['inciting_violence'],['religion'],"['dehumanizing', 'inciting_violence']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"A black and white photo showing a group of people captured mid-jump, creating a dynamic composition.","black and white, group, people, jumping, photo, dynamic, mid-air"
6934,img/06934.png,0.0,hitler nonchalantly killing millions of jews with no remorse,train,2386,2795,674,['religion'],"['inciting_violence', 'mocking']",['religion'],"['mocking', 'inciting_violence']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"A black and white photograph shows a man sitting on a blanket, appearing composed and unconcerned.","black and white, man, sitting, blanket, photograph, composed, unconcerned"
4859,img/04859.png,1.0,arnold schwarzenigger i'll be black,train,2387,2116,735,['race'],['slurs'],['race'],['slurs'],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A bearded man wearing a green shirt is present in the image.,"man, beard, green shirt, person, male"
6579,img/06579.png,0.0,don't know how to deal with black people but i guess i'll take a shot at it,train,556,188,6546,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A young child is positioned at the foreground while several adults are gathered behind them, all facing toward the camera.","child, people, group, foreground, adults, gathered, camera"
1598,img/01598.png,1.0,men are like dogs we're excited to see you... and have no clue what you're mad about,train,2403,283,3400,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A dog is sitting on a black leather chair that is covered with pieces of paper scattered around.,"dog, black leather chair, paper, sitting, indoor, scattered, furniture"
6539,img/06539.png,0.0,excuse me! anyone can wear a dress!,train,2409,2911,738,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A person is wearing a red dress with a floral pattern.,"red dress, floral pattern, person, clothing, flowers"
6543,img/06543.png,1.0,"you are finally here, brother-slayer. spawn killer. all that strength and you're still nothing but a nigger",train,2429,5077,5017,['race'],['slurs'],['race'],"['dehumanizing', 'inciting_violence', 'slurs']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"The image depicts a person dressed in a suit, apparently performing a trick.","person, suit, trick, performance, clothing, individual"
2459,img/02459.png,1.0,"my dishwasher is acting strange, can anybody help?",train,2434,764,3640,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"A woman is washing her hands at a kitchen sink, with a dishwasher visible nearby.","woman, kitchen, sink, washing hands, dishwasher, appliance, interior"
3984,img/03984.png,0.0,when your brother sucks at driving,train,2435,5019,745,['pc_empty'],['attack_empty'],['pc_empty'],['attack_empty'],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A man is in an open field while holding a rifle.,"man, field, rifle, outdoors, holding, open space"
6213,img/06213.png,1.0,the us navy keeping tranny hookers laid since 1775,train,2448,769,4078,['sex'],"['inferiority', 'slurs']","['nationality', 'sex']","['inferiority', 'slurs']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"A group of people are walking on a street, some of them are visibly carrying flags.","people, group, street, flags, walking, crowd"
