id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx
81390,img/81390.png,0.0,the face she makes when you hit the g-spot,train,1125,3200,123
91034,img/91034.png,0.0,the closest i've come to murder is holding oreos under the milk until the bubbling stops,train,1126,6414,6323
60235,img/60235.png,1.0,"""no samuel, the star does not mean you're sheriff now""",train,1127,3211,3114
86075,img/86075.png,1.0,"everyone told me ''he is gonna leave""",train,1128,2367,361
30816,img/30816.png,1.0,i swear harvey's been chasing the same fly for the last 13 years,train,1129,375,362
49063,img/49063.png,0.0,"white kids be like i'm killing everybody, watch",train,1130,376,5146
51480,img/51480.png,0.0,duramax owners be like smokes like a freight train,train,1131,6376,6285
80165,img/80165.png,0.0,look! johnny knoxville! it's ba'am!,train,1132,4572,4502
89521,img/89521.png,1.0,heeeeaad shoulders wheel and frame wheel and frame,train,1133,377,363
91764,img/91764.png,0.0,this violence will not be tolerated ! only we're allowed to do that !,train,1134,2074,1971
08349,img/08349.png,1.0,"honor killings are part of our culture well then, it will be my honor to kill you all",train,1058,351,335
35784,img/35784.png,0.0,everyone wants colonel sanders autograph when they see him out in public,train,1135,7144,7031
95846,img/95846.png,1.0,look son... another terror attack by peaceful muslims!,train,1136,378,364
21560,img/21560.png,0.0,fuck off ya orange bastards,train,1137,6727,6623
28451,img/28451.png,0.0,"i didn't have kids so others could take care of them while i ""enjoy"" life everything can wait. i have a child that needs a mom. my priority. my responsibility. my life",train,1138,3340,3248
58372,img/58372.png,0.0,cosby trump why is this guy the only one convicted? matt lauei harvey weinstein bill o'reily charlie sheen,train,1139,3128,3029
94836,img/94836.png,0.0,when you think of a cute idea for maternity pictures,train,1140,2654,365
50312,img/50312.png,1.0,i normally rape goats. but little boys are okay,train,1141,7384,7
54713,img/54713.png,0.0,this one time at camp we got so baked,train,341,115,4932
63805,img/63805.png,1.0,don't shoot im unarmed,train,1142,379,366
35402,img/35402.png,1.0,wax on whacks off,train,1143,6187,367
93084,img/93084.png,0.0,has an orgasm... ...shoots out tranny fluid,train,1144,380,5431
85743,img/85743.png,0.0,"yea, if you could go ahead and explain memes that'd be great!",train,1145,4077,3999
54639,img/54639.png,0.0,lmco laugh my cock off,train,1146,381,4655
94628,img/94628.png,0.0,a lamp post in a busy countryside street,train,1147,2191,2084
74513,img/74513.png,1.0,you can hide but you can't run,train,1148,382,368
69348,img/69348.png,0.0,"here's a simple grammar question leeroy! ""what comes between two intimate and independent clauses?"" a semicolon",train,1149,6118,369
74062,img/74062.png,0.0,"is a mental illness. being transgender it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy",train,1150,383,4186
39815,img/39815.png,0.0,they violated human rights,train,1151,2531,75
62931,img/62931.png,1.0,i'm sure people who lived in the bible where whites there's no way black people would kill someone who turned water to wine,train,1152,4670,4610
95672,img/95672.png,0.0,these kids need elf on a shelf to behave? that's cute. we had belt on a shelf,train,1153,3071,2976
61382,img/61382.png,0.0,the face you make after you nut and the goat keeps sucking,train,1154,384,125
67183,img/67183.png,1.0,"jesus take the wheel. carlos, you take the stereo. and i'll take lookout",train,685,229,370
45037,img/45037.png,1.0,i caught my goat cheating on me!,train,1155,385,371
28930,img/28930.png,0.0,women of power,train,1156,2112,2001
57042,img/57042.png,1.0,go trump maga white power 2020 kill every race we don't want them fucking our white women,train,1157,7461,7323
04591,img/04591.png,0.0,rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism,train,1158,2187,68
36985,img/36985.png,0.0,okay now make sure to get my good side,train,1159,3780,372
48136,img/48136.png,0.0,meanwhile at the isis strip club,train,117,39,2706
26973,img/26973.png,0.0,ever notice that everything deemed evil by god liberals are for?,train,1160,6428,6336
71245,img/71245.png,1.0,not sure if i should steal or purchase with food stamps,train,1161,5206,5139
30128,img/30128.png,0.0,when your girl is crazy and she finds your side chick,train,1162,4739,4696
05372,img/05372.png,0.0,"healthcare is a right and the government should pay for it guns are a right, should the government pay for them too?",train,1163,386,2280
36478,img/36478.png,0.0,where's the chex mix,train,1164,4566,373
46870,img/46870.png,1.0,*violently hitting your favorite punching bag* the other $20 crack whore,train,1165,1940,1841
31896,img/31896.png,0.0,i'm not saying it was muslims but it was muslims,train,1166,387,2819
82346,img/82346.png,0.0,my goal for 2018 is to accomplish the goals of 2017 which i hould have done in 2016 because i promised them in 2014and planned them in 2013,train,1167,278,374
57348,img/57348.png,1.0,see? i fuckin told you a little foil on top keeps them jewsy medium rare is best,train,1168,388,375
75380,img/75380.png,1.0,i hate christians  they all make generalizations about people,train,1169,2759,2667
32674,img/32674.png,0.0,a school bus that was engulfed in flames,train,1170,3833,376
20739,img/20739.png,0.0,the people who give a fuck are right over there,train,1171,6839,6727
30549,img/30549.png,0.0,smoochies from donald on your birthday!!!,train,1172,389,377
94675,img/94675.png,0.0,a muslim '' '' party,train,1173,390,5562
34178,img/34178.png,0.0,"ay man, how ya been?",train,1174,4445,4373
71046,img/71046.png,1.0,ever tried african food? niether have they,train,1175,391,378
74190,img/74190.png,0.0,football season is once again upon us my brothahs can i get an amen?!,train,1176,1751,1653
64087,img/64087.png,1.0,"when you cousin gives you a christmas gift and its not a blowjob so, thanks for nothing. merry christmas",train,1177,3472,3380
31450,img/31450.png,0.0,a local market,train,1178,2581,379
27608,img/27608.png,0.0,ilhan omar a powerful woman of color,train,1179,2153,2045
98245,img/98245.png,0.0,where's jaws when you need him ?,train,712,236,2475
91863,img/91863.png,1.0,"shut up, slave! happy 4th of july boss!",train,1180,5214,5148
75096,img/75096.png,0.0,i'm not saying you're retarded but you're retarded,train,1181,7140,380
78064,img/78064.png,1.0,original black friday sale,train,1182,184,179
51972,img/51972.png,0.0,ww2 was not a game,train,1183,1770,381
31729,img/31729.png,0.0,an expensive netflix bill? i did nazi that coming,train,1184,392,382
96152,img/96152.png,0.0,peace is love,train,1185,5255,383
09352,img/09352.png,1.0,they will soon be extinct,train,1186,3978,6
43650,img/43650.png,0.0,that feeling when you get home and you can finally poop,train,1187,3037,2938
62531,img/62531.png,0.0,when one of your neighbor's needs help now this looks like a job for me,train,1188,5764,384
81293,img/81293.png,0.0,a black man invention,train,1189,393,3404
38495,img/38495.png,1.0,it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs',train,512,176,385
95281,img/95281.png,0.0,when you can hear mom getting taken to pound town on the fuck truck and all you can hear is her queef and grunt like wildebeest,train,1190,4991,4935
43657,img/43657.png,1.0,two muslims walk into a bar boom boom!!,train,1191,1888,1793
76810,img/76810.png,0.0,"this is adam schiff -democrat- house intelligence chairman, on record to have seen overwhelming evidence mueller report delivered 3/22/19 of collusion why more investigations? just ask this clown for what, exactly, he has seen",train,1192,2503,2393
06412,img/06412.png,1.0,when you eat your rehab romance booty in the laundry room but she's day 3 sick,train,468,159,386
27365,img/27365.png,0.0,oh you're offended i'm sure i have some thicker skin for you in the back,train,1193,3109,387
47251,img/47251.png,1.0,when i grow up i'm going to blow up,train,1194,394,212
45389,img/45389.png,1.0,when your dad goes off to do his suicide bombing fuck your sister and it's your turn to and your mother,train,1195,7119,7000
08569,img/08569.png,0.0,weekend friendship brunch date,train,1196,2235,388
81260,img/81260.png,1.0,"the ink pen has always been one of the most deadliest weapons of the caucasian with it he can sign your life away to poverty, prison, and slavery",train,1197,6518,6409
37260,img/37260.png,0.0,need for speed: africa,train,1198,2055,1953
04827,img/04827.png,1.0,me: puts bag of popcorn into the microwave every one else at the senior center:,train,1199,395,232
09215,img/09215.png,0.0,me: wanna watch porn or golf? her: porn. you already know how to golf,train,1200,396,5062
38752,img/38752.png,0.0,"here's to you obama, your transgender agenda helped me fish out all the mentally ill on my friends list",train,1201,397,2604
85290,img/85290.png,0.0,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?",train,1202,336,325
47053,img/47053.png,1.0,jamal! im pregnant!!!,train,1203,398,389
06547,img/06547.png,1.0,hide and seek european champion  1942-1944,train,1204,399,348
50386,img/50386.png,0.0,"i realized i have a road rage problem when my kid started yelling: ""pick a lane asshole!"" while in my grocery cart",train,1205,7200,7075
42715,img/42715.png,0.0,groom excited on his wedding day,train,1206,7166,390
48271,img/48271.png,1.0,me and the boys after killing innocent people in a bomb blast,train,1207,400,391
19504,img/19504.png,0.0,squidward setting the kitchen on fire,train,1208,2175,2067
73956,img/73956.png,0.0,"i just got out of church... just kidding, i'm not that fucking retarded.",train,1209,401,2392
95067,img/95067.png,0.0,"""scientists have discovered that they have a lot of intelligent dna unfortunately most of them spit it out""",train,1210,402,2120
86135,img/86135.png,0.0,need a job? the democrat party is hiring no experience or intelligence required,train,1211,403,6342
41263,img/41263.png,0.0,its national hebrew day go pick up a hot jewish girl,train,1212,37,5360
15847,img/15847.png,0.0,cheers to all my haters! be patient. so much more is coming,train,1213,404,5863
82539,img/82539.png,1.0,muslims in 2001 defund homeland security! muslim in congress 2019,train,609,205,205
04912,img/04912.png,1.0,immigrantswave our flag invaders wave their own,train,1214,405,392
34910,img/34910.png,0.0,i want to be inside your lady garden gnomesaying?,train,1215,406,393
67092,img/67092.png,0.0,when your teacher and classmates make fun of you for being bad at math so you decide to teach them 7.62x39,train,1216,6201,6129
86457,img/86457.png,0.0,i wish you never exsisted,train,1217,4470,394
74658,img/74658.png,0.0,whoever photoshopped this is a huge jerk,train,1218,407,2164
67031,img/67031.png,0.0,"""you forget to turn off your cooker in time and steam and water everywhere""",train,1219,2295,395
67810,img/67810.png,1.0,why are liberals so angry? its not like republicans can take their slaves away again.,train,1220,6786,396
30726,img/30726.png,0.0,when everyone who has been calling you racist for the past 2 years are pedophiles,train,1221,2500,2389
56834,img/56834.png,1.0,gays hanging out in the muslim world,train,1222,408,397
46817,img/46817.png,0.0,young muslim woman in a hijab stands at the doorway,train,1223,4515,398
67938,img/67938.png,0.0,i haven't seen a taco this shitty since my wife started wiping back to front,train,1224,4003,20
65108,img/65108.png,0.0,has anyone seen gary? gary is about this tall,train,1225,409,3565
01274,img/01274.png,0.0,how you guys think you looks like but when pados wale pandit jee sees you taba renso,train,1226,410,5128
17450,img/17450.png,1.0,feel that? it used to belong to bruce jenner!,train,1227,91,271
45301,img/45301.png,0.0,make america great again,train,1228,3665,399
74098,img/74098.png,1.0,me: *turns the oven to 450 degrees* everyone else at auschwitz:,train,1229,4690,4633
58370,img/58370.png,0.0,this is what it's like to turn yourself in,train,1230,7240,400
36420,img/36420.png,0.0,cop: please step out of the car me: i'm too fucked up. you get in,train,1231,4435,401
52910,img/52910.png,0.0,"i was raped in jail, mom dad takes monopoly way too seriously",train,1232,5717,5652
92056,img/92056.png,1.0,fuck multiculturalism have white babies,train,1233,3979,3893
56792,img/56792.png,0.0,you're so full of shit even your eyes are brown!,train,1234,2433,2319
69013,img/69013.png,0.0,i killed a mouse for you.. i'll do anything for you...anything,train,1235,4095,4017
82916,img/82916.png,0.0,you're entitled to nothing want it? earn it,train,1236,5479,5437
17652,img/17652.png,1.0,absolutely haram absolutely halal,train,1237,411,3718
50784,img/50784.png,0.0,"oh, addiction isn't a disease because it started with a choice?? tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice",train,1238,412,1951
81976,img/81976.png,1.0,"bull shit, the evolved form of ape man",train,1239,3541,402
39541,img/39541.png,0.0,in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut,train,1240,233,3072
65341,img/65341.png,0.0,"i'm offended, you can't say that! nooooo, i can, i did and i probably will again!",train,1241,5336,5266
87215,img/87215.png,0.0,when someone starts telling you a story and you already know they're full of shit,train,1242,4596,4533
45206,img/45206.png,0.0,"anjem choudary wants this removed because he says it insults islam. so i thought fuck it, why not share!",train,1243,413,6230
50683,img/50683.png,0.0,you're one ugly motherfucker,train,1244,6910,6796
76348,img/76348.png,1.0,i like my refugees like i like my pasta limp and floating in water,train,1245,6072,403
91803,img/91803.png,1.0,fucks a goat fucks a goat,train,1246,414,7
71294,img/71294.png,0.0,laughs in 52% of us crime rate,train,304,103,316
30745,img/30745.png,1.0,"but dad please respect the rights of trans kids, it's who i reall- i am going to beat your ass until it's a bloody pulp you hear? no son of mine is going to be a goddamn woman!",train,1247,3293,3199
09572,img/09572.png,1.0,"all men are animals baby, some just make better pets than others",train,1248,4401,4333
92573,img/92573.png,1.0,"""whatever we once were ""the future must not belong to those who slander we are no longer a christian nation"" the prophet of islam """,train,1249,415,7232
75430,img/75430.png,0.0,when you're going 90 mph in a school zone and the pre-schoolers are crossing the street this is where the fun begins,train,1250,416,404
67504,img/67504.png,0.0,that moment you realize if you turn your head you're a dead man,train,1251,3641,3536
70294,img/70294.png,1.0,men that say they don't like a big fat booty probably prefer a big fat cock,train,1252,5177,5108
21405,img/21405.png,0.0,remember the past to save the future,train,1253,3485,405
36751,img/36751.png,0.0,and then he said that he could only 6 burgers,train,1254,4789,406
72698,img/72698.png,1.0,"that's right canada! we used your tax dollars to purchase the pipeline so it would never get built!"". the destruction of canada is the plan, just ask our boss!"" who could imagine well done! that canadians are that stupid?",train,1255,5345,5276
04619,img/04619.png,1.0,"the most popular, but least talked about, white trash barbie! kids b like ""not my fault you didn't pay the cable!""",train,1256,7424,7290
46270,img/46270.png,1.0,gets mad about film portraying muslims as murderous savages responds by being a murdering savage,train,1257,417,407
81946,img/81946.png,0.0,"""stupid bitch"" is not a race",train,1258,418,408
64531,img/64531.png,0.0,don't let that sit out for too long,train,1259,2892,409
98506,img/98506.png,0.0,me and the boys after killing innocent people in a bomb blast,train,1207,400,7065
14092,img/14092.png,0.0,pineapple on pizza in front of a confederate flag let's see how many people we can get pissed off,train,1260,3721,3619
43759,img/43759.png,0.0,"let me make this clear: if you are on my friends list, you are my friend. i do not copy and paste your post to prove i pay attention to you if you need attention that bad, i suggest a puppy",train,1261,3881,3788
42156,img/42156.png,0.0,when you're on your way to worship allah but you forgot your prayer rug,train,1262,3169,410
35786,img/35786.png,0.0,get your fucking hawns aff ma willy,train,1263,4171,411
54728,img/54728.png,0.0,my face when im wating for my cookies to be done baking,train,1264,5420,412
02971,img/02971.png,1.0,what do you get when you cross harvey price with a pritt stick? a sticky black spastic,train,1265,3152,3054
76489,img/76489.png,0.0,been talking shit about trump since day one now crying like bitches after getting called out,train,1266,88,314
97804,img/97804.png,0.0,"you've been drinking beer, i smell it on your breath . no, i've been eating frogs' legs. what you smell is the hops",train,1267,5455,5404
21804,img/21804.png,0.0,when he's attractive but not kinky it's a shame because he has so much potential,train,1268,6765,6654
28974,img/28974.png,1.0,"girls reaction when teacher says ""get out of class"" boys reaction gorilla in a fuckin coupe reaction",train,1269,7431,7297
87639,img/87639.png,0.0,what can happen if you eat wheaties for 38 years,train,1270,419,1695
12839,img/12839.png,0.0,"am i allowed to watch excuse me, miss? the cowboys game here? of course, sir. it is 2019. you're allowed to be gay anywhere",train,1271,7023,6908
04976,img/04976.png,0.0,shit someone added too much soap to the dishwasher again,train,1272,420,413
28319,img/28319.png,0.0,ramadan begins may 27 bombathon ends june 24,train,1273,421,6059
92835,img/92835.png,1.0,my mom says if i get 1m likes they'll pull the plug,train,1274,2723,414
74915,img/74915.png,0.0,"you think im cute? aww, get otter here",train,1275,4742,4699
63410,img/63410.png,0.0,"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals",train,1276,422,2246
25901,img/25901.png,1.0,that face she makes when ahmed hits the g-spot,train,1277,423,123
80259,img/80259.png,1.0,what's the difference between an illegal immigrant and e.t.? e.t. learned to speak english and he wanted to go home!,train,1278,362,6165
02987,img/02987.png,0.0,not my president not my residents,train,801,271,7145
14675,img/14675.png,0.0,the media calls them refugees but this is what you will get,train,1279,424,4619
37504,img/37504.png,0.0,we are returning our broken coffee maker,train,1280,425,7337
92581,img/92581.png,0.0,finally got to do anal! and yes she's a squirter!,train,1281,5329,5257
62904,img/62904.png,0.0,this is why we shoot you guys,train,238,82,190
46017,img/46017.png,0.0,"men are such pigs, i hate them all why can't i ever get a date, i'm so lonely",train,1282,426,5320
68327,img/68327.png,1.0,"the original people of americas then social status classifications negro & indian now same phenotype, different social status classifications",train,1283,2015,1914
74589,img/74589.png,1.0,"when you use ""n"" word when you word for use ""n"" filipinos",train,1284,3300,3211
94278,img/94278.png,0.0,stop it! i'm trying to work with dishwasher,train,1285,6858,415
80943,img/80943.png,0.0,did my post offend you? tell me which one so i can post ten more just like it you sensitive little bitch,train,1286,2959,2846
19408,img/19408.png,0.0,hello mengele i think one of your experiments has escaped,train,1287,427,5896
84653,img/84653.png,1.0,finally gets naked with girl in shower holocaust,train,1288,3323,416
48932,img/48932.png,0.0,when she likes 3 of your memes in a row guess i'll hit it raw,train,1289,5349,5282
43608,img/43608.png,1.0,when you're fucking but wanna make sure he's not stealing anything,train,208,76,39
93126,img/93126.png,0.0,if you dress like this on laundry day... you'll have an extra 'load' to deal with!,train,1290,7382,7251
59824,img/59824.png,1.0,"wait, mohammad come back!! i didnt meah to laugh, really size doesn't matter to me lol",train,1291,428,417
92481,img/92481.png,1.0,we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast,train,1292,429,418
09315,img/09315.png,0.0,when you've finished with your life of crime,train,1293,430,3034
76491,img/76491.png,0.0,chocolate good job it dosen't make all children smile,train,1294,2444,2337
19763,img/19763.png,1.0,straight men's physiological stress response to see two men kissing is the same as seeing maggots,train,1295,5404,5341
80593,img/80593.png,0.0,this is bill bill supplies his guests with beverages bill makes sure they have a place to sleep bill is a gracious host be like bill,train,1296,6052,5992
04986,img/04986.png,0.0,the enemy within linda sarsour ocasio-cortez rashida tlaib ilhan omar,train,1297,50,5413
80742,img/80742.png,1.0,brett kavanaugh grabbed my penis,train,1298,431,419
91402,img/91402.png,0.0,"all i'm saying is, oyedepo can't be ""dangerously wealthy""... ...if he didn't have a pack of ""dangerously stupid"" followers",train,1299,5828,5769
45723,img/45723.png,0.0,happy birthday i made you a drink,train,1300,5598,5540
35608,img/35608.png,1.0,"if adam & eve were native american try this apple, it's tasty..",train,1301,3599,3496
13478,img/13478.png,0.0,this type of mission needs to stop,train,1302,6806,6697
27634,img/27634.png,0.0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,train,1303,432,5590
29083,img/29083.png,0.0,when you've already explained why your mad 3 times & he still don't get it let's just fight,train,1304,3411,420
13049,img/13049.png,0.0,when he brings home his first girlfriend,train,1305,3116,3018
96423,img/96423.png,0.0,micro implant allows terrorist to speak to god. it comes in various sizes generally from .223 to .50 caliber,train,1306,4651,4587
49150,img/49150.png,1.0,how muslims see us,train,1307,433,2588
82651,img/82651.png,1.0,get the hell out,train,1308,4829,4781
68719,img/68719.png,0.0,when everyone thinks you're the bomb,train,1309,6490,421
51964,img/51964.png,1.0,if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you,train,1310,434,422
50738,img/50738.png,1.0,"white kids be like i'm killing everybody, watch",train,1130,376,329
58421,img/58421.png,0.0,what are you spooks up to,train,1311,2626,2512
16435,img/16435.png,1.0,what's the difference between jews and a loaf of bread? a loaf of bread doesn't burn in an oven,train,1312,5782,5721
95783,img/95783.png,1.0,monday at skul after watching sarafina,train,1313,435,423
30871,img/30871.png,1.0,july first we will open the military to transgender people isn't that why we have the coast guard?,train,1314,2136,2027
71390,img/71390.png,0.0,i googled my symptoms and it turned out i just needed a beer,train,1315,6611,6509
67259,img/67259.png,1.0,"what a long day. i can't wait to get in the pool with my online friends on habbo hotel on this date, july 12, 2006 what the fuck do you mean, ""pool's closed""? i fucking hate niggers",train,1316,6871,6762
64789,img/64789.png,0.0,black lab yellow lab chocolate lab meth lab,train,1317,3651,3547
23068,img/23068.png,0.0,ilhan omar participates in a house education and labor committee markup,train,1318,5250,325
65207,img/65207.png,0.0,it can't be homicide if there is no race,train,1319,7,6133
82549,img/82549.png,0.0,30 seconds into chloroform and chill and she gives you this look,train,1320,5992,5935
54629,img/54629.png,0.0,if you're constatntly referring to your skin color or other people's skin color... maybe you're the racist,train,1321,436,3692
16072,img/16072.png,1.0,remember when you needed to bang your tv to get it working? i tired that with my dishwasher and now she's pregnant,train,1322,2314,2205
01974,img/01974.png,1.0,hiroshima hiroshima nagasaki everybody needs a friend,train,1323,6260,6189
36945,img/36945.png,0.0,transgender satan is not amused,train,1324,437,4653
82593,img/82593.png,1.0,overly attached muslim girlfriend i killed your other 4 wives so you have more time to beat me,train,1325,438,424
17532,img/17532.png,0.0,firefighter saves baby,train,1326,3136,425
09217,img/09217.png,0.0,overdose,train,1327,439,5215
07248,img/07248.png,1.0,it is disgusting to laugh at gender dysphoria,train,425,144,426
29714,img/29714.png,1.0,"when your gf is fucking a black guy, so you break a tail light on his car so the police will stop him & shoot him. modern problems require modern solultions",train,1328,6706,6601
79205,img/79205.png,0.0,i am never drinking with you fuckers ever again!,train,1329,3842,3747
76581,img/76581.png,1.0,white people: all asians look the same also white people:,train,1330,440,65
01842,img/01842.png,0.0,it's a wiener pit kinda like your mouth,train,1331,1754,1655
86934,img/86934.png,1.0,that moment in history when bill clinton decided to rip those poor mexican kids from their momma's arms,train,1332,2131,2019
71823,img/71823.png,0.0,put an end to domestic abuse!,train,1333,5056,427
43758,img/43758.png,0.0,how it feels after getting a paper cut,train,1334,4683,428
47521,img/47521.png,0.0,females jump from dick to dick like parkwhore,train,1335,4711,429
81904,img/81904.png,1.0,"remind your father while he's carving the turkey that your sister prefers 'dark"" meat as you glance over at her bastard mixed race chilren",train,1336,4730,4687
31809,img/31809.png,0.0,look! i can nearly fit as many balls in my mouth as your girlfriend!!,train,1337,3011,2917
46380,img/46380.png,0.0,"""a blow job a day will keep his side chicks away"" -sasha grey",train,1338,4166,4085
91026,img/91026.png,0.0,during a speed chase which song are you blasting in your car ?,train,1339,441,430
54170,img/54170.png,0.0,when you wake up a minute before you alarm goes off,train,1340,2388,2272
07926,img/07926.png,0.0,lisa page admits obama's doj ordered fbi not to charge hillary clinton in email scandal... hi i'm barrack obama and my ass is grass,train,1341,6712,6607
83076,img/83076.png,1.0,no matter what anyone tells you racism is ok,train,1342,6983,6867
20851,img/20851.png,1.0,me cis girls,train,1343,442,431
30829,img/30829.png,0.0,everyone deserves a chance,train,1344,7333,432
12649,img/12649.png,0.0,i said glass of juice not gas the jews,train,431,146,6533
12936,img/12936.png,1.0,i'm sure glad i dodged that bullet fuck white women asians are cute and tight asf i should know i watch anime and hentai,train,1345,443,2026
20318,img/20318.png,0.0,what do they want? to kill more,train,1346,444,2651
09248,img/09248.png,0.0,when your dishwasher is broken so you take it back to walmart to get a new one,train,1347,445,4224
48309,img/48309.png,0.0,welcome to new york home of the 3 biggest assholes,train,1348,4023,3939
52780,img/52780.png,0.0,puts sock on doorknob sleeps with a blow-up doll,train,1349,2588,2472
18679,img/18679.png,1.0,"racist grandmoth always treat the jewish kids well, or they will put the shini curse on you",train,1350,2998,2899
02457,img/02457.png,1.0,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle,train,1351,446,433
14283,img/14283.png,0.0,for just ten cents a day you can have delicious hand jerky,train,1352,447,434
61289,img/61289.png,0.0,when your teams down by 2 points and there's 43 seconds on the clock,train,1353,3800,89
48391,img/48391.png,0.0,i pretend to like people every day it's called being an adult and that's why we're allowed to buy alcohol,train,1354,7231,7104
90345,img/90345.png,0.0,proud protector of the american flag and everything it stands for,train,1355,7209,7081
86159,img/86159.png,1.0,"suicide hotline, how may i help you today sir? i'm feeling suicidal great can you fly a plane?",train,1356,4031,435
38706,img/38706.png,0.0,it's super rare to find a kitchen that has four ovens and three dishwashers,train,1357,448,2101
21583,img/21583.png,0.0,this is not right,train,1358,5623,436
75921,img/75921.png,0.0,hahahaha! fuck your feelings,train,1359,3889,3799
10948,img/10948.png,1.0,what are you doing ? nothing babe just women stuff you crashed the car again?,train,1360,6016,5956
51367,img/51367.png,1.0,becomes a woman immediately kills a person driving,train,1361,6660,6552
57284,img/57284.png,0.0,jolo jew only live once,train,1362,449,4
59034,img/59034.png,0.0,when you get hit in the groin by a football and your cup doesn't protect your willie,train,1363,6246,437
25093,img/25093.png,0.0,should the government... no,train,1364,6149,6081
90378,img/90378.png,0.0,every place has their meet up spot after school,train,1365,5953,438
10725,img/10725.png,0.0,man rejoices over harvest,train,1366,5705,30
27416,img/27416.png,1.0,bitches out there sucking unemployed dick swallowing insufficient funds,train,1367,6852,6744
79451,img/79451.png,1.0,"""where did you learn to make kool-aid like that britney?""",train,376,129,439
92734,img/92734.png,0.0,aging challenge,train,1368,5334,5263
46182,img/46182.png,0.0,oh shit!! now were in trouble!!,train,1369,2999,2900
28507,img/28507.png,1.0,when your girl is giving you a handjob under the table,train,1370,450,440
52936,img/52936.png,0.0,49 people were killed at christchurch mosques 49 people were killed at christchurch,train,1371,451,4135
56497,img/56497.png,0.0,"""i don't see anything wrong with him, other than he stole a wheelchair.""",train,1372,4852,4807
59380,img/59380.png,0.0,mom this popsicle taste like shrimp,train,1373,3286,3193
80925,img/80925.png,0.0,good things small packages,train,1374,452,441
72634,img/72634.png,0.0,check out these sweet new scrubs,train,1375,3619,368
83061,img/83061.png,0.0,only josh can prevent wildfires dammit josh you had one job,train,1376,3066,2971
23074,img/23074.png,0.0,advice for michael avenatti don't drop the soap,train,1377,2410,442
19742,img/19742.png,1.0,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo,train,1378,453,6086
71849,img/71849.png,1.0,when you've finished with your life of crime,train,1293,430,279
51349,img/51349.png,0.0,the demonstration of beauty and demonstration of ugly,train,1379,2798,443
20183,img/20183.png,1.0,when you finger an arab girl,train,1380,152,444
16298,img/16298.png,0.0,sea monkeys,train,1103,367,445
80152,img/80152.png,0.0,im not saying you're an idiot.. but you're a fucking idiot,train,1381,6216,380
84593,img/84593.png,0.0,"kids, a husband, a job... living the american dream",train,1382,2406,2289
07592,img/07592.png,0.0,justin come here the chevy faggots are mad again,train,1383,2825,446
12958,img/12958.png,1.0,"if you think we need protection from these people... but not these people, you're a special kind of stupid",train,1384,454,5905
15236,img/15236.png,0.0,trashy nation,train,1385,3770,3665
91563,img/91563.png,0.0,when a crack head ask for money for food and you hand them a cheeseburger bitch,train,1386,2596,2480
32798,img/32798.png,0.0,so you're telling me there's a chance,train,1387,5417,5358
25904,img/25904.png,0.0,hide and seek european champion 1942-1944,train,1388,399,1801
56942,img/56942.png,0.0,this is nothing wait til you see my stamp collection,train,1389,7361,7227
27854,img/27854.png,0.0,are you bored? let's watch tv,train,1390,1844,1748
63548,img/63548.png,0.0,we said we would never forget why are you voting them into our governement?,train,1391,14,1920
38697,img/38697.png,0.0,"if a muslim beats his wife, is it domestic violence, or child abuse?",train,1392,455,1707
12450,img/12450.png,1.0,meanwhile in alabama... nothing says come hither quite like your sister in a hefty bag mermaid suit.,train,1393,7214,7088
37859,img/37859.png,1.0,tired of bitches running from the dick? i give you the clamp that bitch down 3000,train,1394,161,447
02917,img/02917.png,1.0,islamaphobe no i just hate the mother fuckers,train,1395,4132,4050
03759,img/03759.png,0.0,what's the difference between hillary and putin? putin actually wins the elections he rigs,train,1396,2812,2709
19543,img/19543.png,1.0,whats the difference between boy scouts and jews? boy scouts come back from camp,train,1397,2738,448
59048,img/59048.png,0.0,when the aux lead comes out during a fire tune oh fuck put it back in!,train,1398,4968,220
34728,img/34728.png,0.0,moments after you post something that you know is gonna start some shit,train,1399,7199,7073
78619,img/78619.png,0.0,"when your boss asks why you need to leave early bro, i'm straight-up not having a good time",train,1400,2261,2150
18029,img/18029.png,0.0,"we will not be influenced this is great britain bloody europeans!!!"" by some say knobheads trying to copy something the french did a few weeks ago",train,1401,7165,7047
02945,img/02945.png,1.0,you've been hungerstruck!,train,1082,361,449
64720,img/64720.png,1.0,randomly deciding to bake something,train,1402,456,6774
37184,img/37184.png,0.0,racing for pink slips in africa,train,167,59,5316
