image,description,keywords
02935_mask.png,"A man with a surprised expression on his face, looking directly at the camera.","man, surprised, expression, face, camera, direct, portrait"
02943_mask.png,"Two people are sitting together at the top of a hill, with a clear view of the surroundings.","two people, hill, sitting, outdoors, scenery"
02945_mask.png,"A black and white photograph features a man sitting on the ground, appearing exhausted or weary, with minimal background details.","black and white, man, sitting, ground, weary, exhausted, photograph"
02946_mask.png,"A doll is dressed in a white shirt, with a face that resembles human features, depicted in a straightforward manner.","doll, white shirt, human-like face, toy, clothing"
02947_mask.png,Several people are gathered together near a group of sheep in an open outdoor area.,"people, sheep, group, outdoors, gathered, herd, animals"
02951_mask.png,"A man is sitting on the ground in front of several guns, with smoke filling the area, suggesting a scene of unrest or conflict.","man, sitting, guns, smoke, ground, conflict, unrest"
02956_mask.png,"A baby is lying on a bed next to a large white pillow, appearing calm and relaxed.","baby, bed, pillow, lying, calm, relaxed, white, indoors"
02958_mask.png,A man with a beard is wearing a sweater.,"man, beard, sweater, person, facial hair"
02965_mask.png,A woman with red hair and crossed eyes is looking forward.,"woman, red hair, crossed eyes, portrait, female, face"
02967_mask.png,"A man dressed formally, wearing a blue tie, is present in the image.","man, blue tie, formal attire, male, clothing"
02971_mask.png,A man is wearing a white jacket.,"man, white jacket, clothing, male, outerwear"
02973_mask.png,"A dog is shown with its tongue hanging out of its mouth, wearing a collar attached to a chain.","dog, tongue, collar, chain, pet, animal"
02974_mask.png,"A close-up image shows a pair of hands with a bright, glowing yellow flame resting above them.","hands, flame, yellow, glowing, close-up"
02975_mask.png,"A bowl containing salsa sauce is placed next to a pile of crispy tortilla chips, likely served together as an appetizer.","salsa, tortilla chips, bowl, appetizer, crispy, sauce, snack"
02983_mask.png,"A man in a blue shirt is facing the camera, with a large Big Mac burger in front of him that appears to have no onions.","man, blue shirt, camera, Big Mac, burger, no onions, food, large"
02984_mask.png,"Two children, one black and one white, are together in a classroom setting and looking at each other.","children, classroom, black child, white child, together, looking, diversity"
02987_mask.png,"A man dressed in a suit and tie is speaking into a microphone, likely addressing an audience in a formal setting.","man, suit, tie, microphone, speaking, formal, audience, address"
03124_mask.png,"A man is seated at a table, focusing on repairing a calculator, with a mobile phone placed nearby.","man, table, calculator, repair, seated, mobile phone, focus"
03128_mask.png,A young girl is in front of a simple hut in a rural setting on a quiet day.,"young girl, hut, rural, quiet, simple, outdoors"
03145_mask.png,"The image shows a colorful circular shape set against a white background, featuring gradients of pink, blue, and green.","colorful, circle, gradient, pink, blue, green, white background, abstract, shape"
03146_mask.png,"A black and white photograph featuring a man seated in a wheelchair, with a neutral background and a somber atmosphere.","black and white, man, wheelchair, photograph, somber, seated"
03148_mask.png,"A young girl is visible in a dimly lit environment, with her mouth open, suggesting surprise or speech.","girl, dim light, mouth open, young, dark environment"
03162_mask.png,"A man sitting at a table and talking on a cell phone, appearing to be engaged in a conversation.","man, cell phone, sitting, table, conversation, indoor, talking"
03164_mask.png,"A woman is looking at herself in the mirror, possibly preparing for an event or occasion.","woman, mirror, reflection, preparation, event, self-view, occasion"
03172_mask.png,A plastic object is partially buried in the sandy ground.,"plastic, sand, object, ground, buried"
03178_mask.png,A woman wearing a black jacket over a green shirt is present in the image.,"woman, black jacket, green shirt, person, clothing"
03185_mask.png,"A woman is sitting on the ground near the entrance of a simple hut made from natural materials, in what appears to be a rural or village setting.","woman, hut, sitting, ground, rural, village, natural materials, entrance, outdoors"
03186_mask.png,"A black and white photograph features a man with a mustache, dressed in formal attire, his facial expression serious and somber.","black and white, man, mustache, photograph, formal attire, serious expression, somber, historical, portrait"
03187_mask.png,A man wearing a costume resembling Loki from the Marvel universe is present at a comic convention event.,"man, Loki, costume, comic convention, Marvel, cosplay, event"
03189_mask.png,"Two people are sitting at a table, holding hands with their fingers intertwined.","two people, holding hands, table, sitting, intertwined fingers"
03197_mask.png,"A group of five young birds are gathered closely together, positioned on a mound-like surface.","birds, group, young, pile, five, gathered, animals, nature"
03214_mask.png,"A man is positioned behind a podium, speaking into a microphone, appearing to address an audience in a formal or public setting.","man, podium, microphone, speaking, audience, formal, public, address, indoors"
03217_mask.png,"A single yellow flower is placed on a white rectangular surface, viewed from above against a simple background.","yellow flower, white board, rectangular surface, simple background, single flower"
03241_mask.png,"Two men are present, one wearing a black shirt and the other wearing a red and white shirt, standing or sitting near each other with neutral expressions.","two men, black shirt, red and white shirt, neutral expressions, together, people, clothing"
03246_mask.png,"The image shows a close-up view of a person dressed in formal attire, including a suit jacket and tie.","close-up, person, suit, tie, formal attire"
03248_mask.png,A man dressed in a suit and tie is eating a hot dog.,"man, suit, tie, hot dog, eating"
03251_mask.png,"Two women are wrapped together in a rainbow-colored blanket, closely positioned to each other, with the rainbow colors symbolizing LGBTQ+ pride.","women, rainbow blanket, LGBTQ+, together, symbolism"
03254_mask.png,"A man dressed in a suit and tie is holding his hands up to his face, appearing to whisper or speak quietly.","man, suit, tie, hands, face, whisper, speaking, clothing, gesture"
03256_mask.png,A man dressed in a formal suit and tie is holding a red tie in his hand.,"man, suit, formal, red tie, holding, clothing, male, business"
03257_mask.png,"A woman wearing a white dress paired with black boots is present, with no additional visible accessories or background details provided.","woman, white dress, black boots, fashion, clothing, female, outfit"
03258_mask.png,"A man is positioned in front of a brick wall, appearing to be a refugee seeking assistance.","man, brick wall, refugee, assistance, urban"
03267_mask.png,A young woman wearing a blue and white shirt and a red bandana is looking relaxed and content.,"young woman, blue shirt, white shirt, red bandana, relaxed, content"
03268_mask.png,"A young girl and a woman are inside a barn together, near a goat that appears to have a medical issue.","girl, woman, barn, goat, medical issue, animal, indoors"
03271_mask.png,A bearded man wearing a white shirt is pointing directly at the camera with a serious expression.,"man, beard, white shirt, pointing, camera, serious expression"
03275_mask.png,"A man is repairing a car in a garage, surrounded by various automotive tools and equipment.","man, car, garage, repair, automotive tools, workshop, mechanic"
03276_mask.png,"A cat is lying on a purple pillow, appearing relaxed and comfortable.","cat, purple pillow, relaxed, lying, comfortable"
03279_mask.png,"A woman is seated at a table, holding a pen in her hand, appearing to be in the middle of a conversation.","woman, table, pen, conversation, seated"
03281_mask.png,"A mountain goat is sitting on a large rock in a natural outdoor setting, surrounded by rugged terrain.","mountain goat, rock, outdoors, rugged terrain, nature"
03285_mask.png,"A man with a mohawk hairstyle is positioned in front of a blue wall, displaying a neutral expression.","man, mohawk, blue wall, neutral expression, hairstyle"
03289_mask.png,"A man is sitting on the ground with his hands resting on his knees, facing forward in a casual posture.","man, sitting, ground, hands on knees, casual posture"
03291_mask.png,A woman is depicted with the British flag prominently displayed in the background.,"woman, British flag, background, portrait, UK"
03296_mask.png,Multiple women with red lipstick are gathered together and looking at the camera.,"women, group, red lipstick, gathered, camera, together"
03298_mask.png,"A woman is sitting in a wheelchair, holding a cat on her lap, in what appears to be an indoor setting.","woman, wheelchair, cat, indoor, sitting, lap, holding"
03418_mask.png,"Two men are interacting and laughing together, appearing to share a light-hearted moment, with their attention focused on each other.","men, laughing, interaction, together, focus, light-hearted"
03421_mask.png,"A man dressed in a formal uniform is holding a sword, positioned in front of several flags.","man, uniform, sword, flags, formal, holding, front, BLIP"
03429_mask.png,"An old barn stands isolated in the center of an open field, with no other structures or people nearby.","barn, field, isolation, old, building, outdoors"
03468_mask.png,A man is inspecting or working on a dishwasher in a kitchen environment.,"man, dishwasher, kitchen, inspecting, repair, appliance, indoors"
03472_mask.png,"An iguana is shown in a hospital bed beside a woman, with some pet accessories such as a food dish, toys, and a screen lid visible nearby.","iguana, hospital bed, woman, food dish, toys, screen lid, pet, accessories"
03479_mask.png,"A young boy is outdoors, using water to wet soil in a garden area, with visible splashes and a natural setting surrounding him.","boy, garden, water, soil, splash, outdoors, nature"
03482_mask.png,"A police officer is positioned near a marked patrol car in an outdoor setting, dressed in standard uniform and engaged in professional duties.","police officer, patrol car, uniform, outdoor, professional duty"
03495_mask.png,A man dressed in a suit and tie is visible.,"man, suit, tie, formal, male, clothing"
03519_mask.png,"The image shows a pig in a fenced enclosure, with the animal's head and face clearly visible in a close-up shot.","pig, pen, enclosure, close-up, animal, fence"
03524_mask.png,"A group of people are gathered and sitting together along the edge of a paved road, outdoors, possibly waiting or resting.","people, group, roadside, sitting, outdoors, crowd"
03528_mask.png,"A black and white dog with its tongue hanging out, featuring a distinctive color split on its fur.","dog, black and white, fur, tongue out, color split, animal, pet"
03547_mask.png,"A black and white photo shows a group of people who appear to have dwarfism, gathered together, each holding a hammer.","black and white, group, people with dwarfism, hammers, gathered"
03567_mask.png,A man wearing a blue shirt is smiling directly at the camera in a well-lit setting.,"man, blue shirt, smiling, camera, well-lit"
03568_mask.png,A man dressed in a formal suit and tie is holding a rifle.,"man, suit, tie, rifle, formal, weapon, holding, male"
03574_mask.png,A person is standing on a grassy field near a baby goat and its mother.,"person, baby goat, mother goat, grassy field, outdoors"
03591_mask.png,A woman with glasses and a plaid shirt is visible in the image.,"woman, glasses, plaid shirt, female, apparel"
03615_mask.png,"A wooden door stands ajar in a dimly lit room, with bright light streaming through the opening and illuminating part of the floor.","wooden door, ajar, light, opening, dimly lit room, bright, floor, interior"
03624_mask.png,"A traditional Muslim man with a long beard, wearing modest attire.","Muslim, man, beard, traditional, modest attire"
03629_mask.png,"A small dog is lying down on a plain white surface, appearing calm and relaxed.","dog, small, lying down, white surface, calm, relaxed"
03642_mask.png,A man is positioned beside a white goat on a bridge outdoors.,"man, goat, white, bridge, outdoors"
03659_mask.png,"A woman wearing a white shirt is posing with her hand raised, forming a peace sign gesture.","woman, white shirt, peace sign, hand gesture, posing"
03675_mask.png,A woman is leaning toward a front-loading washing machine while placing clothes inside it.,"woman, washing machine, laundry, clothes, front-loading, indoor, housework"
03678_mask.png,A woman wearing a graduation gown is positioned in front of a microphone.,"woman, graduation gown, microphone, academic attire, ceremony, graduation"
03681_mask.png,"Several men are seated close together, wearing traditional clothing, suggesting a formal or cultural gathering.","men, sitting, traditional clothing, group, gathering, culture"
03685_mask.png,"Two soldiers are walking together along a path in a barren desert landscape, wearing military uniforms and carrying equipment.","soldiers, desert, path, military uniforms, equipment, walking, barren landscape"
03691_mask.png,"Several people are seated together around a table, likely engaged in a group activity or discussion.","group, people, table, seated, gathering, discussion"
03715_mask.png,"A white washing machine is shown with its door open, revealing the empty interior drum.","washing machine, white, open door, appliance, empty drum"
03718_mask.png,A man wearing a blue shirt is positioned in front of a large group of sheep.,"man, blue shirt, sheep, herd, outdoors, livestock"
03728_mask.png,"A black and white photo shows a man holding a newspaper, with a focused expression, dressed in period clothing suggestive of the early to mid 20th century.","black and white, man, newspaper, period clothing, 20th century, photo"
03745_mask.png,"A woman is at a desk with an open laptop and a printed receipt displaying amounts and a discount, possibly indicating a payment or checkout scenario.","woman, desk, laptop, receipt, payment, checkout, discount, total amount"
03751_mask.png,A young girl is holding a remote control and watching a television.,"girl, remote control, television, watching, young"
03756_mask.png,"A man wearing a green scarf is seated in the back of a truck, with the interior of the vehicle partially visible around him.","man, green scarf, truck, seated, vehicle interior"
03759_mask.png,The image shows a collage featuring multiple images of Hillary Clinton's face.,"collage, Hillary Clinton, face, multiple images, portrait"
03764_mask.png,"A bearded man is in front of a plain wall, wearing casual clothes, with no visible background details.","man, beard, wall, casual clothes, no background, male, adult"
03765_mask.png,"A young man with red hair is sitting on the floor near what appears to be a public area, possibly beside a storefront or street corner.","young man, red hair, sitting, floor, public area, storefront, street corner"
03789_mask.png,"A vintage black and white photograph features a man with a mustache, dressed in period-appropriate attire and captured in a classic portrait style.","man, mustache, black and white, vintage, photograph, portrait, old, attire"
03794_mask.png,A person is holding a sign displaying a cross along with a provocative message written in English.,"person, sign, cross, message, English, provocative, holding, protest, illustration"
03795_mask.png,"A central photo features a person resembling Donald, presented with a neutral background.","Donald, photo, central, person, image, neutral background"
03798_mask.png,"A man and a woman are sitting next to each other on a bus, both looking out of the window.","man, woman, bus, sitting, window, together"
03841_mask.png,"A young boy is seen outdoors surrounded by tall grass, looking thoughtful.","boy, outdoors, tall grass, child, natural setting"
03845_mask.png,"A man wearing a suit and tie is speaking into a microphone, appearing to address an audience.","man, suit, tie, microphone, speaking, audience, formal, public speaking"
03847_mask.png,The image shows two pictures featuring a man wearing a white turban and a group of sheep gathered together.,"man, white turban, sheep, group, pictures, herd, traditional clothing"
03849_mask.png,"A silver GMC truck is showcased indoors, likely at an automotive exhibition, with bright lighting emphasizing its clean and polished exterior.","GMC, silver truck, automotive exhibition, showcase, indoor, polished exterior, display, vehicle"
03854_mask.png,"A black and white photo showing a man with a mustache looking directly at the camera, dressed in formal attire.","black and white, man, mustache, portrait, formal attire"
03861_mask.png,"A man with blonde hair wearing a green shirt, appearing pensive or contemplative.","man, blonde hair, green shirt, pensive, contemplative"
03864_mask.png,"A man wearing a white shirt and tie is visible against a neutral background, with his facial expression appearing exaggerated or humorous.","man, white shirt, tie, funny face, exaggerated expression, neutral background"
03865_mask.png,"A man is sitting in an inflatable pool outdoors, with a gorilla visible in the background, suggesting a contrast between human leisure and nature.","man, inflatable pool, gorilla, outdoors, background, relaxation, evolution, contrast"
03869_mask.png,"A group of monkeys are gathered closely together on a wooden bench, appearing to interact with each other.","monkeys, group, wooden bench, gathered, interaction"
03871_mask.png,"A man wearing a suit and tie is sitting on the floor, appearing formal and composed.","man, suit, tie, sitting, floor, formal, composed"
03874_mask.png,A woman wearing a pink dress is positioned in front of a white wall.,"woman, pink dress, white wall, indoor, female, clothing"
03875_mask.png,"Two dogs are positioned close to one another indoors, appearing alert and attentive.","dogs, indoors, two, alert, close together, pets"
03896_mask.png,"A black and white photograph features a man with a mustache, wearing attire that suggests it is a historical portrait.","black and white, man, mustache, portrait, historical, photograph"
03917_mask.png,"A man wearing a cowboy hat holds a microphone, appearing to speak, with a serious expression on his face.","man, cowboy hat, microphone, speaking, serious expression"
03924_mask.png,A man is wearing a white shirt that features a large red cross symbol on the front.,"man, white shirt, red cross, clothing, symbol"
03927_mask.png,"Several goats are standing together near a structure, possibly on a patch of ground adjacent to the building.","goats, group, building, structure, ground, together"
03942_mask.png,A man is sitting on a chair and looking at his phone in a relaxed manner.,"man, chair, phone, sitting, relaxed, looking"
03947_mask.png,A black leather office chair with a white and black cow print cushion on its seat is placed against a plain background.,"black leather office chair, cow print seat, cushion, white and black, plain background"
03957_mask.png,"A dart is shown accurately striking the center of a circular dartboard, highlighting precision in the throw.","dart, dartboard, center, precision, target, throw, circular, game"
03962_mask.png,A young boy is holding a glass and drinking water from it.,"boy, glass, drinking, water, young"
03968_mask.png,"A man and a woman, who appear to be of different racial backgrounds, are shown affectionately kissing while holding a baby together.","interracial couple, man, woman, baby, affection, kissing, family, diversity"
03971_mask.png,A woman is holding a baby who is wearing a party hat.,"woman, baby, party hat, holding, child, female, mother, celebration"
03976_mask.png,"The image shows a large group of people gathered together, likely in a public space, with no clear indication of their specific activities or context.","group, people, gathering, crowd, public space"
03981_mask.png,"A man is using a cell phone outdoors, with trees visible in the background.","man, cell phone, outdoors, trees, background"
03984_mask.png,A man is in an open field while holding a rifle.,"man, field, rifle, outdoors, holding, open space"
03987_mask.png,"A man dressed in a sailor outfit is taking a photo of himself, with a neutral background.","man, sailor outfit, selfie, solo, photography, neutral background"
04125_mask.png,"A man and a woman are sitting together in a movie theater, sharing popcorn during a film.","man, woman, popcorn, movie theater, sitting, film, together"
04126_mask.png,A man is walking on a ladder suspended in mid-air above a backdrop of clouds.,"man, ladder, walking, clouds, suspended, sky, mid-air"
04127_mask.png,"A group of young people are gathered around a table tennis table, engaging in a game together indoors.","young people, group, table tennis, game, indoors"
04132_mask.png,"A man and a young girl are together inside a colorful bounce house, with the man holding the girl closely.","man, girl, bounce house, colorful, holding, together"
04135_mask.png,A young boy and a monkey dressed in human clothing are sitting together at a table.,"boy, monkey, human clothing, table, sitting, companionship, costume"
04138_mask.png,"A dog is wearing red glasses on its face, with the glasses prominently displayed.","dog, red glasses, accessory, face, animal"
04152_mask.png,"A black and white photo depicting a group of people lying on the ground, with several individuals close together, suggesting a somber and possibly tragic scene.","black and white, people, lying on the ground, group, somber, tragic, photo, crowd"
04153_mask.png,"A pair of shoes is placed directly on a flat ground surface, viewed from above in a simple and neutral setting.","shoes, pair, ground, flat surface, overhead view"
04156_mask.png,"A man wearing a tuxedo with a black tie and a white shirt is shown, possibly displaying a quirky or memorable reaction.","man, tuxedo, black tie, white shirt, reaction, formal wear"
04157_mask.png,A man is placing dishes into a dishwasher in a kitchen environment.,"man, dishes, dishwasher, kitchen, cleaning, appliance"
04162_mask.png,"A man is sitting in a chair, wearing a camera around his neck, appearing thoughtful.","man, chair, camera, neck, sitting, thoughtful"
04163_mask.png,Two men are present together in the scene.,"two men, men, together, scene, pair"
04175_mask.png,"A man wearing a dress shirt and tie is posing with a gesture that appears positive, such as a thumbs up.","man, dress shirt, tie, gesture, thumbs up, posing"
04183_mask.png,"A woman is holding a sign that reads 'fat power,' expressing a message of advocacy and empowerment.","woman, sign, fat power, advocacy, empowerment"
04185_mask.png,"A small black and white goat is present, wearing a diaper.","goat, black and white, small, diaper, animal"
04187_mask.png,"Several individuals are dancing together on a wooden floor, possibly as part of a group activity or celebration.","group, people, dancing, wooden floor, celebration, activity"
04217_mask.png,"A man and a woman wearing headphones are facing each other, both appearing engaged and happy, with Coca-Cola branding visible in the background.","man, woman, headphones, Coca-Cola, branding, engaged, happy, background"
04239_mask.png,"An illustration of a mouse, holding and eating a piece of cheese, with an exaggerated facial expression that suggests it is trying to appear innocent or inconspicuous.","mouse, cheese, illustration, innocent expression, cartoon, eating, animal, humor"
04253_mask.png,"The image depicts a historical black and white photograph showing a large group of soldiers gathered together, suggesting a significant military event or moment captured from the past.","black and white, soldiers, historical, military, group photo, photograph, large group"
04256_mask.png,The image shows a wrecked car on the street with visible damage.,"car, wrecked, street, damage, vehicle"
04257_mask.png,"A man dressed in a formal suit is sitting alone on a plain couch in a simply furnished indoor setting, with a contemplative or somber expression on his face.","man, suit, couch, indoors, sitting, somber, contemplative, alone"
04263_mask.png,A bearded man wearing a black hat is pictured against a plain background.,"man, beard, black hat, plain background, portrait"
04265_mask.png,"The image depicts several individuals working together in a cotton field, harvesting cotton by hand under daylight.","cotton, field, harvesting, people, daylight, farming, agriculture"
04267_mask.png,A man wearing a shirt is speaking into a microphone.,"man, shirt, microphone, speaking, male, person"
04268_mask.png,"A group of individuals are seated together on a bus, with each person appearing distinct from the others.","bus, people, group, seated, public transport"
04273_mask.png,"A woman with purple hair is visible in front of a neutral gray background, with a concerned facial expression, and she does not appear to be holding any bag.","woman, purple hair, gray background, facial expression, no bag"
04278_mask.png,"A woman with long brown hair is looking upward directly at the camera, with a neutral expression on her face.","woman, long brown hair, looking up, camera, neutral expression"
04281_mask.png,"A man is depicted carrying a large, blue, globe-like object on his back.","man, blue, globe, carrying, back, large object, earth"
04287_mask.png,"A woman is sitting on the ground, holding a cell phone to her ear, appearing engaged in a conversation.","woman, sitting, ground, cell phone, conversation, engaged"
04295_mask.png,"An elderly woman is wearing a traditional feather headdress, which is often associated with Native American culture.","elderly woman, feather headdress, traditional, Native American, culture, headdress, woman"
04296_mask.png,"A black and white photo showing two men sitting side by side next to a bicycle, with a simple background.","black and white, two men, sitting, bicycle, photo"
04316_mask.png,"A white cat is sitting on an open book, with some mathematical graphs visible on the pages.","white cat, open book, graphs, mathematics, sitting, pages, geometry, algebra"
04319_mask.png,"A young boy is drinking water from a bottle, with farm equipment visible nearby.","boy, water bottle, drinking, farm equipment, outdoors"
04321_mask.png,"A woman wearing an orange dress is gesturing with her hand, possibly expressing a strong emotion.","woman, orange dress, gesture, emotion, hand"
04325_mask.png,"A person is seated at a table with a drinking glass placed in front of them, appearing relaxed.","person, table, glass, seated, indoor, drinking, relaxed"
04326_mask.png,"A man wearing a yellow shirt is sitting and eating a bowl of noodles, with a thoughtful or slightly wistful expression on his face.","man, yellow shirt, noodles, eating, bowl, thoughtful, sitting"
04328_mask.png,"A person is sitting on the ground near the entrance of a building, with a dog present nearby.","person, dog, building, ground, entrance"
04356_mask.png,A man with a large afro hairstyle is smiling gently at the camera against a plain background.,"man, afro, smile, portrait, gentle, camera, plain background"
04361_mask.png,A damaged concrete wall with multiple visible cracks and areas of deterioration.,"concrete wall, cracks, damage, deterioration, surface"
04372_mask.png,"A young girl is sitting in a white bathtub, her hair wet and draped into the water, appearing to have recently received a haircut.","girl, bathtub, wet hair, haircut, bathroom, water, child, hygiene"
04379_mask.png,"A man sits in a wheelchair with his arms outstretched, appearing hopeful or emotional.","man, wheelchair, arms outstretched, hopeful, emotional, seated, disability"
04387_mask.png,"A man and a woman are sitting together at a table with a child, appearing to be engaged in conversation in a relaxed indoor setting.","man, woman, child, table, sitting, conversation, indoor, family, together"
04397_mask.png,"Two boys are sitting together at a table, each resting their cheeks on their hands, looking forward with neutral expressions.","two boys, table, sitting, hands on cheeks, neutral expressions"
04529_mask.png,A small pig is shown alone against a plain white background.,"pig, animal, white background, small, isolated"
04536_mask.png,"A composite image prominently features President Trump's face, highlighting his distinctive facial features and expression.","President Trump, face, composite image, portrait, expression, distinctive features"
04538_mask.png,A little girl sitting at a table with a cat nearby; the scene features many bows visible on objects and clothing around them.,"girl, cat, table, bows, objects, clothing, scene, sitting"
04563_mask.png,A man wearing a suit and tie is making an exaggerated or humorous facial expression.,"man, suit, tie, funny face, exaggerated expression, humor, male, portrait"
04568_mask.png,A woman with visible facial hair is kneeling down in a lush garden surrounded by various green plants.,"woman, facial hair, kneeling, garden, plants, lush, greenery"
04569_mask.png,"A pig is situated inside a box, with its body partially visible.","pig, box, animal, inside, container"
04579_mask.png,A man with glasses and a beard is facing the camera with a neutral expression.,"man, glasses, beard, camera, neutral expression"
04582_mask.png,"An American flag is burning in a fire, with visible flames consuming the fabric of the flag.","American flag, fire, burning, flames, flag, destruction, fabric, symbol, United States"
04583_mask.png,"A black and white photo showing a man dressed in a military uniform, standing against a plain background.","black and white, man, military uniform, photo, plain background"
04591_mask.png,The image shows the World Trade Center's twin towers engulfed in flames during the 9/11 terrorist attacks in New York City.,"World Trade Center, twin towers, fire, 9/11, terrorist attack, New York City"
04597_mask.png,"A handgun is placed on an aged document, with a national flag visible in the background.","handgun, aged document, national flag, weapon, background"
04615_mask.png,A man dressed in a white suit and green hat is holding several pieces of bread.,"man, white suit, green hat, bread, holding, food"
04619_mask.png,"A doll is sitting on a bathroom sink, with visible bathroom fixtures in the background.","doll, bathroom, sink, sitting, fixtures"
04621_mask.png,Several people in distinctive costumes are walking together along an outdoor urban street during daylight.,"people, costumes, street, urban, group, outdoor, daytime"
04623_mask.png,"Six children are gathered together outdoors, engaging with a ball in the street.","children, outdoors, street, ball, group, playing"
04629_mask.png,"A gorilla sitting in the grass with its mouth open, possibly calling or expressing emotion, surrounded by natural outdoor scenery.","gorilla, grass, mouth open, nature, outdoors"
04637_mask.png,A middle-aged man with grey hair wearing a blue shirt is looking at something with a surprised or shocked expression.,"man, grey hair, blue shirt, surprised, shocked, middle-aged, facial expression"
04639_mask.png,"A man is kissing a woman while both are positioned in front of a mirror, with their reflection visible in the background. The scene focuses on their intimate interaction.","man, woman, kissing, mirror, reflection, intimacy"
04651_mask.png,"Three women are posing together for a selfie, with each of them holding or facing a smartphone camera.","women, selfie, group, smartphone, posing, photography"
04658_mask.png,"The image shows three crocodiles lying close together on a natural, earthy surface.","crocodiles, animals, three, ground, nature, reptiles, group, lying"
04675_mask.png,"A cat is looking directly at the camera, appearing alert and attentive in the image.","cat, camera, attention, alert, animal, pet"
04682_mask.png,"Several children are seated on the floor together in a classroom setting, appearing engaged and attentive.","children, classroom, group, seated, floor, education, students, indoors"
04683_mask.png,"A man wearing a trench coat stands outdoors, facing the camera with a neutral expression.","man, trench coat, outdoors, neutral expression, standing, photo"
04689_mask.png,"A man is sitting on a brown horse outdoors, wearing a cowboy hat and casual western clothing.","man, brown horse, cowboy hat, western clothing, outdoors"
04695_mask.png,"Several young men are gathered together, appearing to participate in a game involving a baseball bat.","young men, group, game, baseball bat, gathered"
04712_mask.png,A man dressed in a formal suit smiling directly at the camera.,"man, suit, smiling, formal, camera, portrait"
04716_mask.png,"A person is holding three small kittens in their hands, with the kittens appearing comfortable and secure.","person, kittens, holding, hands, animals, pet, three, comfort, secure"
04718_mask.png,A man dressed in a red suit and tie is visible in the image.,"man, red suit, tie, clothing, male, formal wear"
04719_mask.png,"The image consists of two separate pictures, each showing a man and a woman eating food, likely turkey, from two different perspectives.","man, woman, eating, food, turkey, two pictures, perspectives"
04726_mask.png,"Several individuals are gathered on the roof of a building, prominently displaying a sign while standing close together.","group of people, building roof, sign, gathered, displaying, individuals"
04729_mask.png,"Several people are seated closely together in a group, suggesting they are part of a social gathering or discussion.","group, people, sitting, together, gathering, discussion"
04732_mask.png,"A close-up image shows a man with a visible beard looking directly at the camera, capturing his facial features in detail.","man, beard, close-up, face, facial features"
04735_mask.png,"A young girl is sitting at a table with a laptop, smiling gently while looking at the screen.","girl, table, laptop, sitting, smiling, technology, indoors"
04758_mask.png,A woman wearing a dress and a necklace is present in the image.,"woman, dress, necklace, female, fashion, accessory"
04759_mask.png,A woman wearing a green jacket is outdoors in an urban environment.,"woman, green jacket, urban, outdoors, city"
04762_mask.png,"Several people are lying in hospital beds, suggesting a medical setting where patients are receiving care.","hospital, patients, beds, people, medical care, sick, treatment"
04765_mask.png,A man wearing a military uniform and boots is climbing a wall.,"man, military uniform, boots, climbing, wall"
04768_mask.png,A woman with curly hair wearing a blue shirt is present in the image.,"woman, curly hair, blue shirt, female, portrait"
04769_mask.png,"A woman with a slightly pouting expression sits on a bed, looking contemplatively out of the window.","woman, bed, pouting, window, contemplative, sitting"
04782_mask.png,"A young African boy wearing a necklace is shown, looking cheerful and lively.","African boy, necklace, child, young, cheerful, lively"
04783_mask.png,"A man wearing a suit and tie is sitting on top of a television set, with a neutral facial expression.","man, suit, tie, television set, sitting, neutral expression"
04786_mask.png,A black and white bird with a bright red beak is perched on a grassy hilltop against a natural outdoor background.,"bird, black and white, red beak, hill, outdoors, perched, nature"
04791_mask.png,"A man and a woman are in close proximity, engaging in a kiss.","man, woman, kiss, proximity, intimacy"
04798_mask.png,"A dog is mid-air with its mouth open, seemingly in an active or playful state.","dog, jumping, mid-air, mouth open, playful"
04813_mask.png,A close-up of a person's hand with visible dirt on the fingers and palm.,"hand, dirt, fingers, palm, close-up"
04819_mask.png,"A man wearing a white t-shirt is standing in front of a mirror, with a bathroom setting visible around him.","man, white t-shirt, mirror, bathroom, standing, indoor, reflection"
04823_mask.png,"A group of people are gathered together holding a large rainbow flag, representing unity and diversity.","group, people, rainbow flag, unity, diversity"
04827_mask.png,"An elderly man wearing a baseball cap is sitting indoors, positioned in front of a window, with natural light coming through.","elderly man, baseball cap, sitting, window, indoors, natural light"
04857_mask.png,A woman with a purple head scarf and earrings is depicted in the image.,"woman, purple head scarf, earrings, portrait, headwear, female"
04859_mask.png,A bearded man wearing a green shirt is present in the image.,"man, beard, green shirt, person, male"
04861_mask.png,"A black bird, likely a crow, is perched on a white plate, creating a stark contrast between the dark feathers and the light background.","black bird, crow, white plate, contrast, perched, feathers, tableware"
04863_mask.png,"A woman is wearing a furry coat and holding a cigarette, with a small hood on her coat and a slightly bohemian style.","woman, furry coat, cigarette, hood, bohemian, hippie, fashion, outerwear"
04873_mask.png,"A woman wearing a black dress is featured in the image, standing alone with no visible background details.","woman, black dress, standing, portrait, alone"
04876_mask.png,A single fishing hook with a sharp curved point is shown clearly against a plain white background.,"fishing hook, curved point, sharp, single, white background"
04879_mask.png,A woman with long hair wearing a gray shirt is present in the image.,"woman, long hair, gray shirt, female, portrait"
04891_mask.png,A bird is pecking at what appears to be the remains of another bird on a concrete sidewalk.,"bird, sidewalk, remains, pecking, cannibalism, concrete, urban, animal behavior"
